http://example.org/publication/Paperf21d9d6458805fe6e4dcf7b661288d86	http://example.org/publication/isPublishedIn	http://example.org/publication/Proceeding82c61e7d273c2f28a2eaf4921fedd3d3
http://example.org/publication/Paper93fcd6fd085e282b2f48b0949611eb9d	http://example.org/publication/cites	http://example.org/publication/Papercc3e3cbbe0500825f6234da77328e1ed
http://example.org/publication/Paper045c947df5ad00bb433aaad7267a04f6	http://example.org/publication/hasReview	http://example.org/publication/Reviewe135f4cbc5605369dad2e6cb5c34852a
http://example.org/publication/Workshopff814591b662035f7375d5d13b12028c	http://example.org/publication/hasEdition	http://example.org/publication/Edition6256c1f14f14f81d7614b4f070cc63f1
http://example.org/publication/Paperf4d1e9566cddeb33b77956e43584f287	http://example.org/publication/hasAuthor	http://example.org/publication/Author22a7ee3e754a5f7b868d75ba655c8a04
http://example.org/publication/Paper173102659557b8c7e5c840551a26e90f	http://example.org/publication/hasReview	http://example.org/publication/Review6036e8b188f82dac2a7e453410e45e43
http://example.org/publication/Papere0907a2fb3ea9c1057556f2501b57e5a	http://example.org/publication/hasAuthor	http://example.org/publication/Author50958420fcb91ac39ce1f75116fc6695
http://example.org/publication/Paper48d40a6b52241db4cf65e4b05f846a2e	http://example.org/publication/cites	http://example.org/publication/Paperf7addf528de0286e65d041d812eb3e50
http://example.org/publication/Paper93fcd6fd085e282b2f48b0949611eb9d	http://example.org/publication/cites	http://example.org/publication/Paper0dcf42cb3b152145e44b34e9f87a31b7
http://example.org/publication/Paper159535be37267b36e5ef720276f4598f	http://example.org/publication/hasAuthor	http://example.org/publication/Author1837fe13e8c98f87d602568d24ed6e0f
http://example.org/publication/Paperba2ff623d92411231d8096f727693df1	http://example.org/publication/hasCorrespondingAuthor	http://example.org/publication/Authorbc266d7aa4b81c7d9b6e2445efddf128
http://example.org/publication/Editiond4916ab0059023ef82931a5ded253566	http://example.org/publication/hasVenue	http://example.org/publication/Venue7721fc05ebda3a93db4d8f67a3b4d515
http://example.org/publication/Edition4aa030482e75fc7e4f0fbb328d45c8ea	http://example.org/publication/hasProceedings	http://example.org/publication/Proceeding4aa030482e75fc7e4f0fbb328d45c8ea
http://example.org/publication/Paper6320c45bc68fda461836146572e7084d	http://example.org/publication/cites	http://example.org/publication/Paper72a00aedbb9ebbb5ce1aa885c61b6ccd
http://example.org/publication/Paper23a6e7ed5b59958812883a3fdaeb260d	http://example.org/publication/hasReview	http://example.org/publication/Review6764ed082e51095870f6cd9bda4a1dd0
http://example.org/publication/Review799e41c81bee1509e9ef2a1d03e417a1	http://example.org/publication/isAssignedBy	http://example.org/publication/Author321b1423aa64cf6af25eafbd9e79dc6e
http://example.org/publication/Papera7ae0971f8f3832ef7157a44362caf65	http://example.org/publication/cites	http://example.org/publication/Papera7653bfdfe7b095731d300578e0f49df
http://example.org/publication/Paper9ff62c2b8e1f78c7ea40992603400bc9	http://example.org/publication/hasAuthor	http://example.org/publication/Author876fcfbbcf9e4be8fc96cf237dfb1499
http://example.org/publication/Review35ee74c4641961a873e52c2e714ced82	http://example.org/publication/isAssignedBy	http://example.org/publication/Author65f314d4fb2350994ac223831f3dbfd8
http://example.org/publication/Paper4c39fba82b0af372700d9c5f977aa844	http://example.org/publication/hasAuthor	http://example.org/publication/Author782ed037276e22114f50055b3155e334
http://example.org/publication/Editione28af3bbbe7b927902315e8f472dd989	http://example.org/publication/hasVenue	http://example.org/publication/Venuebcce5bdf9d43a0cd94a14af41341d660
http://example.org/publication/Paper94c3f4a19ababa9e6c70cd4a09fcbc28	http://example.org/publication/cites	http://example.org/publication/Paper722174b9eeb7afa69bc49f850716396d
